学生ID,数学,英语,物理
9434,80,89,98
9435,77,89,68
9436,92,70,66
9437,59,64,53
9438,51,95,75
9439,80,84,99
9440,66,93,56
9441,69,53,95
9442,53,84,58
9443,65,64,91
9444,61,51,99
9445,72,80,80
9446,54,99,72
9447,76,65,54
9448,56,54,84
9449,68,67,64
9450,62,72,82
9451,50,97,79
9452,83,84,59
9453,94,60,65
9454,59,51,66
9455,93,70,75
9456,52,88,86
9457,61,66,69
9458,60,92,94
9459,60,56,95
9460,80,82,92
9461,90,97,89
9462,100,69,53
9463,73,82,88
9464,88,95,64
9465,59,63,85
9466,83,79,98
9467,60,76,86
9468,58,61,51
9469,99,50,100
9470,70,97,59
9471,96,50,62
9472,56,53,58
9473,94,56,55
9474,50,99,54
9475,94,60,97
9476,85,52,85
9477,99,85,61
9478,54,99,79
9479,66,75,50
9480,66,58,73
9481,87,65,93
9482,54,91,50
9483,69,51,55
9484,99,57,75
9485,74,82,91
9486,61,64,57
9487,89,90,84
9488,80,65,67
9489,69,81,60
9490,82,55,82
9491,58,91,78
9492,84,57,84
9493,93,65,80
9494,65,51,86
9495,85,68,63
9496,95,60,57
9497,89,63,61
9498,80,93,62
9499,70,77,95
9500,84,100,87
9501,52,90,54
9502,62,89,75
9503,95,68,59
9504,90,95,60
9505,57,89,62
9506,83,66,61
9507,68,91,97
9508,67,63,51
9509,84,72,78
9510,69,52,90
9511,100,94,96
9512,91,58,93
9513,97,99,58
9514,73,78,83
9515,96,58,84
9516,96,82,77
9517,52,95,81
9518,60,89,80
9519,80,65,86
9520,60,79,51
9521,71,85,76
9522,71,77,96
9523,99,53,59
9524,60,57,58
9525,75,50,71
9526,68,60,62
9527,86,74,61
9528,50,76,100
9529,87,62,59
9530,52,84,84
9531,56,87,59
9532,86,99,93
9533,85,50,60
9534,51,98,95
9535,69,95,81
9536,99,91,80
9537,54,50,89
9538,88,61,57
9539,69,65,95
9540,87,57,73
9541,69,57,59
9542,68,83,84
9543,50,50,75
9544,77,90,82
9545,85,50,90
9546,98,79,55
9547,67,51,69
9548,82,66,87
9549,98,59,90
9550,71,74,55
9551,69,70,58
9552,95,97,72
9553,80,63,69
9554,100,68,72
9555,78,97,75
9556,50,74,77
9557,86,55,56
9558,81,87,99
9559,80,68,55
9560,67,59,85
9561,61,52,99
9562,98,64,51
9563,90,97,81
9564,50,81,55
9565,66,53,84
9566,76,50,84
9567,66,66,64
9568,72,66,67
9569,77,92,55
9570,81,92,55
9571,82,60,78
9572,65,94,80
9573,65,89,55
9574,100,64,66
9575,57,55,61
9576,56,66,80
9577,51,76,70
9578,75,90,53
9579,81,66,69
9580,93,94,59
9581,51,98,72
9582,87,69,96
9583,97,51,58
9584,71,62,78
9585,95,91,87
9586,81,57,50
9587,94,91,66
9588,64,64,86
9589,100,85,60
9590,66,77,83
9591,80,72,81
9592,71,99,75
9593,85,79,54
9594,78,66,98
9595,54,54,53
9596,83,90,59
9597,75,99,50
9598,74,57,71
9599,92,52,71
9600,99,80,79
9601,55,58,53
9602,96,80,80
9603,68,96,57
9604,63,79,84
9605,89,73,99
9606,59,84,51
9607,53,84,71
9608,70,53,62
9609,78,61,62
9610,73,68,72
9611,86,100,95
9612,51,64,53
9613,94,86,69
9614,50,92,97
9615,96,62,68
9616,72,62,53
9617,62,72,53
9618,85,79,95
9619,68,74,59
9620,70,50,78
9621,98,91,91
9622,98,83,76
9623,86,73,59
9624,66,98,70
9625,90,54,100
9626,63,92,94
9627,58,70,98
9628,85,61,70
9629,90,64,65
9630,50,67,95
9631,95,53,77
9632,64,68,55
9633,54,96,93
9634,64,62,95
9635,60,63,61
9636,88,79,87
9637,63,55,73
9638,53,97,72
9639,83,79,88
9640,52,72,77
9641,98,66,81
9642,85,57,67
9643,63,63,90
9644,84,82,99
9645,92,82,64
9646,50,85,55
9647,90,77,54
9648,56,54,72
9649,78,84,54
9650,76,68,80
9651,72,70,80
9652,98,60,56
9653,90,65,67
9654,100,91,92
9655,94,74,53
9656,74,91,76
9657,80,66,62
9658,55,87,75
9659,85,77,55
9660,81,53,76
9661,74,98,66
9662,51,55,68
9663,85,94,94
9664,79,100,94
9665,88,89,81
9666,91,94,89
9667,77,68,54
9668,79,91,92
9669,95,57,77
9670,72,82,50
9671,88,50,88
9672,54,60,58
9673,80,91,83
9674,55,85,79
9675,81,97,77
9676,64,78,56
9677,65,58,87
9678,50,94,81
9679,71,79,73
9680,81,98,74
9681,87,81,81
9682,100,57,70
9683,63,58,65
9684,84,58,98
9685,93,72,66
9686,84,84,67
9687,77,76,66
9688,95,87,58
9689,86,93,54
9690,52,63,92
9691,96,80,74
9692,79,72,81
9693,75,100,72
9694,97,94,100
9695,100,58,99
9696,54,94,72
9697,97,63,69
9698,86,71,62
9699,52,99,61
9700,91,53,78
9701,64,71,69
9702,57,89,100
9703,78,56,72
9704,92,56,93
9705,93,78,100
9706,88,59,52
9707,86,87,51
9708,98,91,81
9709,57,56,61
9710,93,71,69
9711,85,57,74
9712,90,61,70
9713,56,69,59
9714,100,73,63
9715,76,73,78
9716,82,56,60
9717,80,95,63
9718,92,57,82
9719,96,76,83
9720,94,93,89
9721,62,96,91
9722,75,97,98
9723,69,98,59
9724,68,85,92
9725,66,92,64
9726,58,52,81
9727,63,57,74
9728,81,88,75
9729,58,82,88
9730,87,84,81
9731,85,85,100
9732,52,68,69
9733,91,57,58
9734,96,94,68
9735,80,60,94
9736,97,85,79
9737,62,75,53
9738,58,52,70
9739,68,98,68
9740,89,81,74
9741,76,69,97
9742,81,85,93
9743,91,76,59
9744,90,95,62
9745,78,67,84
9746,65,61,65
9747,57,97,76
9748,50,75,63
9749,80,93,73
9750,57,65,72
9751,72,86,68
9752,72,57,67
9753,79,76,70
9754,81,93,53
9755,59,95,54
9756,90,78,100
9757,78,63,91
9758,95,65,60
9759,61,82,83
9760,63,99,91
9761,69,55,55
9762,81,53,85
9763,90,92,76
9764,79,81,75
9765,63,94,90
9766,56,59,70
9767,57,72,72
9768,70,81,54
9769,53,95,83
9770,89,95,79
9771,69,94,52
9772,78,51,53
9773,100,83,77
9774,86,97,64
9775,98,58,52
9776,93,72,50
9777,81,60,53
9778,87,74,98
9779,97,90,99
9780,75,56,75
9781,53,69,53
9782,74,65,51
9783,69,87,88
9784,74,96,85
9785,65,73,91
9786,62,75,67
9787,74,57,66
9788,52,71,81
9789,80,82,72
9790,88,65,99
9791,64,85,59
9792,80,69,62
9793,76,95,72
9794,87,95,94
9795,57,64,100
9796,88,96,95
9797,98,54,64
9798,74,76,56
9799,92,54,71
9800,61,95,64
9801,60,60,63
9802,67,75,81
9803,77,78,87
9804,55,66,52
9805,82,91,81
9806,83,62,81
9807,88,62,59
9808,71,77,58
9809,96,92,98
9810,89,80,90
9811,77,87,63
9812,83,85,56
9813,61,80,75
9814,63,93,75
9815,53,64,52
9816,52,98,77
9817,94,72,54
9818,76,83,84
9819,60,70,90
9820,75,57,88
9821,56,67,78
9822,51,86,99
9823,65,66,53
9824,97,51,85
9825,62,88,96
9826,83,55,61
9827,82,56,93
9828,55,88,76
9829,60,50,58
9830,58,63,65
9831,50,78,85
9832,93,60,61
9833,97,66,85
9834,74,55,95
9835,63,95,71
9836,90,82,87
9837,100,82,82
9838,94,68,95
9839,50,98,81
9840,84,56,66
9841,70,84,72
9842,72,75,75
9843,70,81,54
9844,98,88,58
9845,60,95,92
9846,88,64,53
9847,58,94,68
9848,56,97,68
9849,88,87,50
9850,88,82,69
9851,79,95,81
9852,91,88,62
9853,91,84,100
9854,72,78,60
9855,70,52,93
9856,90,77,69
9857,92,58,68
9858,89,67,88
9859,79,80,71
9860,97,52,57
9861,69,88,77
9862,85,92,78
9863,87,97,79
9864,50,60,55
9865,70,87,95
9866,56,56,93
9867,89,67,75
9868,80,72,90
9869,90,95,55
9870,54,65,75
9871,91,67,93
9872,59,68,83
9873,50,55,99
9874,81,85,73
9875,50,67,100
9876,69,75,61
9877,75,52,68
9878,65,53,56
9879,82,57,59
9880,89,75,64
9881,58,65,68
9882,93,97,75
9883,100,78,52
9884,65,72,83
9885,100,64,82
9886,90,99,80
9887,62,69,72
9888,51,79,82
9889,50,59,81
9890,100,74,84
9891,82,68,79
9892,97,56,91
9893,52,92,85
9894,66,73,58
9895,100,54,82
9896,90,69,96
9897,82,58,98
9898,90,93,63
9899,73,50,71
9900,76,64,84
9901,94,85,78
9902,78,60,60
9903,69,99,57
9904,66,72,68
9905,81,91,63
9906,60,64,95
9907,54,70,91
9908,98,51,82
9909,88,91,68
9910,87,87,68
9911,58,72,72
9912,53,97,70
9913,74,79,72
9914,93,94,59
9915,55,57,86
9916,70,59,95
9917,93,54,78
9918,67,85,99
9919,70,66,80
9920,91,78,94
9921,88,85,69
9922,79,57,82
9923,78,84,61
9924,81,99,81
9925,53,57,86
9926,77,99,82
9927,59,74,82
9928,81,95,70
9929,88,83,65
9930,96,55,74
9931,54,100,89
9932,63,58,83
9933,86,74,97
9934,82,87,64
9935,89,55,91
9936,95,71,54
9937,99,50,97
9938,55,94,50
9939,74,67,62
9940,92,68,66
9941,79,71,70
9942,67,100,78
9943,93,76,63
9944,84,52,56
9945,59,80,96
9946,91,94,80
9947,67,79,84
9948,89,71,54
9949,73,76,91
9950,75,88,91
9951,73,51,53
9952,68,99,82
9953,72,55,71
9954,60,92,70
9955,65,60,83
9956,86,77,81
9957,63,76,55
9958,52,96,86
9959,54,79,61
9960,85,98,88
9961,80,68,79
9962,97,88,87
9963,79,83,51
9964,61,85,84
9965,86,62,91
9966,89,68,74
9967,50,63,70
9968,85,51,77
9969,64,78,61
9970,70,58,90
9971,50,96,94
9972,75,93,97
9973,84,65,82
9974,92,88,51
9975,100,82,50
9976,76,84,98
9977,56,83,81
9978,76,83,94
9979,50,88,60
9980,91,91,81
9981,88,77,64
9982,90,86,98
9983,51,72,95
9984,60,88,81
9985,66,50,94
9986,60,67,94
9987,67,88,84
9988,59,93,78
9989,71,83,73
9990,55,65,62
9991,82,62,78
9992,93,58,56
9993,60,99,94
9994,57,94,53
9995,80,82,69
9996,51,85,77
9997,72,66,74
9998,100,96,67
9999,93,57,89
10000,63,73,69
